artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
3509,"IM —","W 20274,011",Green1987ATU2,history,"pl. 21","obv. (p, c)","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,74.0,18.0,52.0,,,"W 20274,011","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3510,"HD: W 20274,12","ATU 7, pl. 040, W 20274,12","Englund1998OBO160/1; Englund2001ATU7; Green1980husbandry; Green1987ATU2; Nissen1991FrüheSchrift; sec1750","history; primary; history; history; history; history","p. 144 fig. 49; pl. 40, W 20274,12; p. 32 35; pl. 21; p. 132 14.1; ","; 65x47x20 - Nc XVII,1 - neben Sickerschacht unter den obersten Riemchen und der obersten adale - Uruk III - M. Green, JNES 39 (1980) 32, Nr. 35, ATU 2, Taf. 21, Frühe Schrift, S. 132, Nr. 14.1 - R. Englund, Fs. Boehmer, 129 fig. 5 - ders., OBO 160/1, 144 fig. 49; ; (p, c); ; ","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,65.0,20.0,47.0,,,"W 20274,012","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,i3.MesopOil,10968," ",0,0,,,0,0,0,0,,
3511,"HD: W 20274,13","ATU 7, pl. 040, W 20274,13","Englund2001ATU7; Green1987ATU2; Nissen1991FrüheSchrift","primary; history; history","pl. 40, W 20274,13; pl. 21; p. 161, no. 17.2","71x51x16 - s. W 20274,12 - ATU 2, Taf. 21, Frühe Schrift, S. 161, Nr. 17.2.; obv. (p, c); ","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,71.0,16.0,51.0,,,"W 20274,013","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3512,"HD: W 20274,14","ATU 7, pl. 040, W 20274,14","Englund2001ATU7; Green1987ATU2","primary; history","pl. 40, W 20274,14; pl. 21","69x46x16 - s. W 20274,12 - ATU 2, Taf. 21.; obv. (p, c)","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,69.0,16.0,46.0,,,"W 20274,014","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3513,"HD: W 20274,15","ATU 7, pl. 040, W 20274,15","Englund1998OBO160/1; Englund2001ATU7; Green1980husbandry; Green1987ATU2; Nissen1991FrüheSchrift; sec1758","history; primary; history; history; history; history","p. 145 fig. 49; pl. 40, W 20274,15; p. 21 04; pl. 22; p. 133, no. 14.3; ","; 74x51x20 - s. W 20274,12 - M. Green, JNES 39 (1980) 21, Nr. 4, ATU 2, Taf. 22, Frühe Schrift, S. 133, Nr. 14.3 - R. Englund, Fs. Boehmer, 129 fig. 5  - ders., OBO 160/1, 145 fig. 49 - Abrechnung über eine Herde von Schafen.; ; obv. (p, c), rev. (c); ; ","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,74.0,20.0,51.0,,,"W 20274,015","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3514,"IM —","W 20274,016",Green1987ATU2,history,"pl. 22","(p, c)","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,89.0,23.0,64.0,,,"W 20274,016","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3515,"IM —","W 20274,017",Green1987ATU2,history,"pl. 23","obv. (p, c), rev. (c)","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,77.0,18.0,53.0,,,"W 20274,017","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3516,"IM 134281","IM 134281",Green1987ATU2,history,"pl. 23","obv. (p, c)","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,101.0,22.0,73.0,,,"W 20274,018","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3517,"IM —","W 20274,019",Green1987ATU2,history,"pl. 23","obv. (p, c)","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,98.0,25.0,74.0,,,"W 20274,019","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3518,"HD: W 20274,20","ATU 7, pl. 041, W 20274,20","Englund2001ATU7; Green1987ATU2","primary; history","pl. 41, W 20274,20; pl. 24","82x75x20 - s. W 20274,12 - ATU 2, Taf. 24 - Abrechnung über vermutliche Kuhmilchfettbehälter - vgl. R. Englund, Iraq 52 (1991) 101-104.; (p, c)","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,82.0,20.0,75.0,,,"W 20274,020","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3519,"HD: W 20274,21","ATU 7, pl. 041, W 20274,21","Englund2001ATU7; Green1987ATU2","primary; history","pl. 41, W 20274,21; pl. 25","97x68x22 - s. W 20274,12 - ATU 2, Taf. 25.; (p)","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,97.0,22.0,68.0,,,"W 20274,021","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3520,"IM —","W 20274,022",Green1987ATU2,history,"pl. 26","(p, c)","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,124.0,25.0,94.0,,,"W 20274,022","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3521,"IM —","W 20274,023",Green1987ATU2,history,"pl. 25","rev. (p)","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,107.0,19.0,79.0,,,"W 20274,023","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3522,"HD: W 20274,24; ROM 986.188.001 (cast in Toronto)","ATU 7, pl. 042, W 20274,24","Englund2001ATU7; Green1987ATU2","primary; history","pl. 42, W 20274,24; pl. 24","87x60x19 - s. W 20274,12 - ATU 2, Taf. 24 - die Tafel befindet sich zur Zeit als Dauerleihgabe im Museum für Ur- und Frühgeschichte, Schloß Charlottenburg, Berlin.; obv. (p, c)","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,87.0,19.0,60.0,,,"W 20274,024","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3523,"HD: W 20274,25","ATU 7, pl. 042, W 20274,25","Englund2001ATU7; Green1987ATU2","primary; history","pl. 42, W 20274,25; pl. 25","83x53x17 - s. W 20274,12 - ATU 2, Taf. 25 - Abrechnung über Zuteilungen von Kuhmilchfettbehältern.; (p, c)","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,83.0,17.0,53.0,,,"W 20274,025","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3524,"IM —","W 20274,026",Green1987ATU2,history,"pl. 27",,"Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,112.0,23.0,83.0,,,"W 20274,026","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3525,"IM —","W 20274,027","BagM2catalogue; Green1987ATU2","history; history","; pl. 27","; obv. (p, c), rev. (p)","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,75.0,17.0,48.0,,,"W 20274,027","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,S999999,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3526,"IM —","W 20274,028","BagM2catalogue; Green1987ATU2","history; history","; pl. 27","; obv. (p, c), rev. (p)","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,75.0,17.0,48.0,,,"W 20274,028","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,S999999,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3527,"IM —","W 20274,029","BagM2catalogue; Green1987ATU2","history; history","; pl. 28","; obv. (p, c)","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,66.0,16.0,39.0,,,"W 20274,029","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,S999999,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3528,"HD: W 20274,30","ATU 7, pl. 042, W 20274,30","Englund2001ATU7; Green1987ATU2; Nissen1991FrüheSchrift","primary; history; history","pl. 42, W 20274,30; pl. 28; p. 136, no. 14.6","84x78x22 - s. W 20274,12 - ATU 2, Taf. 28, Frühe Schrift, S. 136, Nr. 14.6 (und vgl. Nr. 14.5) - Abrechnung über landwirtschaftliche Produkte, einschließlich einer großen Anzahl von Käsen (Vs. ii 6: 6600 Stück).; obv.; ","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,84.0,22.0,78.0,,,"W 20274,030","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3529,"IM —","W 20274,031",Green1987ATU2,history,"pl. 28","obv. (p, c)","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,86.0,23.0,76.0,,,"W 20274,031","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3530,"IM —","W 20274,032",Green1987ATU2,history,"pl. 28","(p, c)","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,73.0,17.0,45.0,,,"W 20274,032","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3531,"IM —","W 20274,033","Englund1998OBO160/1; Green1987ATU2","history; history","p. 163 fig. 57; pl. 29, pl. 53","copy (tablet a near duplicate of 20274,89); ","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,96.0,21.0,69.0,,,"W 20274,033","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3532,"IM —","W 20274,034","BagM2catalogue; Green1987ATU2; Nissen1986WorldArchaeology17; sec1784","history; history; history; history","; pl. 30; 1986, 331 (p) and transliteration; ","; (p); ; ","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,97.0,19.0,67.0,,,"W 20274,034","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3533,"IM —","W 20274,035","Englund1998OBO160/1; Green1987ATU2","history; history","p. 164 fig. 58; pl. 29","copy; ","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,76.0,18.0,50.0,,,"W 20274,035","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3534,"HD: W 20274,36","ATU 7, pl. 043, W 20274,36","Englund2001ATU7; Green1987ATU2; Nissen1991FrüheSchrift","primary; history; history","pl. 43, W 20274,36; pl. 30; p. 59, no. 7.9 photo","70x46x15 - s. W 20274,12 - ATU 2, Taf. 30 - Frühe Schrift, S. 59, Nr. 7.9 - Abrechnung über Zuteilungen von Kuhmilchfettbehältern; ; ","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,70.0,15.0,46.0,,,"W 20274,036","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3535,"HD: W 20274,37","ATU 7, pl. 043, W 20274,37","Englund2001ATU7; Green1987ATU2; Nissen1991FrüheSchrift","primary; history; history","pl. 43, W 20274,37; pl. 30; p. 177, no. 18.8","65x39x17 - s. W 20274,12 - ATU 2, Taf. 30 - Frühe Schrift, S. 177, Nr. 18.8 - Abrechnung über Zuteilungen von Kuhmilchfettbehältern.; obv. (p, c), rev. (c); ","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,65.0,17.0,39.0,,,"W 20274,037","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3536,"HD: W 20274,38","ATU 7, pl. 043, W 20274,38","Englund2001ATU7; Green1980husbandry","primary; history","pl. 43, W 20274,38; p. 23 07","81x56x15 - s. W 20274,12 - M. Green, JNES 39 (1980) 23, Nr. 7 - Abrechnung über eine Herde von Schafen.; ","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,81.0,15.0,56.0,,,"W 20274,038","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3537,"HD: W 20274,39","ATU 7, pl. 044-45, W 20274,39","Englund1998OBO160/1; Englund2001ATU7; Green1987ATU2","history; primary; history","p. 166-167 fig. 59; pl. 44-45, W 20274,39; pl. 31","copy; 135x130x36 - s. W 20274,12 - ATU 2, Taf. 31 - R. Englund, OBO 160/1, 166-167 fig. 59 - große Abrechnung über Zuteilungen von Kuhmilchfettbehältern.; (p)","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,135.0,36.0,130.0,,,"W 20274,039","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3538,"HD: W 20274,40","ATU 7, pl. 044, W 20274,40","Englund2001ATU7; Green1987ATU2","primary; history","pl. 44, W 20274,40; pl. 30","65x42x18 - s. W 20274,12 - ATU 2, Taf. 30 - Abrechnung über Zuteilungen von Kuhmilchfettbehältern.; obv. (p, c)","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,65.0,18.0,42.0,,,"W 20274,040","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3539,"IM —","W 20274,041",Green1980husbandry,history,"p. 28 22",,"Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,65.0,17.0,43.0,,,"W 20274,041","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3540,"IM —","W 20274,042",,,,,"Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,84.0,16.0,76.0,,,"W 20274,042","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3541,"IM —","W 20274,043",,,,,"Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,117.0,26.0,92.0,,,"W 20274,043","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3542,"HD: W 20274,44","ATU 7, pl. 045, W 20274,44",Englund2001ATU7,primary,"pl. 45, W 20274,44","101x75x24 - s. W 20274,12 - Abrechnung über Zuteilungen von Textilprodukten.","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,101.0,24.0,75.0,,,"W 20274,044","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3543,"IM —","W 20274,045",,,,,"Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,122.0,28.0,94.0,,,"W 20274,045","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3544,"HD: W 20274,46","ATU 7, pl. 046, W 20274,46",Englund2001ATU7,primary,"pl. 46, W 20274,46","58x49x17 - s. W 20274,12.","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,58.0,17.0,49.0,,,"W 20274,046","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3545,"HD: W 20274,47","ATU 7, pl. 046, W 20274,47",Englund2001ATU7,primary,"pl. 46, W 20274,47","46x29x12 - s. W 20274,12 - Abrechnung über die Zuteilung eines Kuhmilchfettbehälters.","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,46.0,12.0,29.0,,,"W 20274,047","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3546,"HD: W 20274,48","ATU 7, pl. 046, W 20274,48",Englund2001ATU7,primary,"pl. 46, W 20274,48","63x40x15 - s. W 20274,12 - Abrechnung über die Zuteilung eines Kuhmilchfettbehälters.","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,63.0,15.0,40.0,,,"W 20274,048","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3547,"HD: W 20274,49","ATU 7, pl. 046, W 20274,49",Englund2001ATU7,primary,"pl. 46, W 20274,49","64x50x16 - s. W 20274,12 - Abrechnung über Zuteilungen von Kuhmilchfettbehältern - die Notation 2N1 KU3a in Vs. i 1b2 ist vermutlich fehlerhaft für 1N1 KU3a.","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,64.0,16.0,50.0,,,"W 20274,049","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3548,"IM —","W 20274,050",,,,,"Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,70.0,16.0,54.0,,,"W 20274,050","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3549,"IM —","W 20274,051",Green1981cuneiform,history,"p. 358","(as W20274,5)","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,62.0,14.0,54.0,,,"W 20274,051","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3550,"HD: W 20274,52","ATU 7, pl. 046, W 20274,52",Englund2001ATU7,primary,"pl. 46, W 20274,52","81x60x21 - s. W 20274,12.","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,81.0,21.0,60.0,,,"W 20274,052","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3551,"IM 067407","IM 067407",,,,,"Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,81.0,19.0,56.0,,,"W 20274,053","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3552,"HD: W 20274,54","ATU 7, pl. 047, W 20274,54",Englund2001ATU7,primary,"pl. 47, W 20274,54","39x54x18 - s. W 20274,12 - Abrechnung über Zuteilungen von Kuhmilchfettbehältern.","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,39.0,18.0,54.0,,,"W 20274,054","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3553,"HD: W 20274,55","ATU 7, pl. 047, W 20274,55","Englund1998OBO160/1; Englund2001ATU7; Green1980husbandry; Nissen1991FrüheSchrift","history; primary; history; history","p. 145 fig. 49; pl. 47, W 20274,55; p. 20 01; p. 133, no. 14.4","copy; 53x49x18 - s. W 20274,12 - M. Green, JNES 39 (1980) 20, Nr. 1 - Frühe Schrift, S. 133, Nr. 14.4 - R. Englund, OBO 160/1, 145 fig. 49 - Abrechnung über eine Herde von Schafen.; ; ","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,53.0,18.0,49.0,,,"W 20274,055","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3554,"HD: W 20274,56","ATU 7, pl. 047, W 20274,56",Englund2001ATU7,primary,"pl. 47, W 20274,56","41x47x17 - s. W 20274,12 - Abrechnung über Zuteilungen von Kuhmilchfettbehältern.","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,41.0,17.0,47.0,,,"W 20274,056","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
